name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;336;0;384;3215;1128;3215;1128;0
header;285;180;285;211;1917;211;1917;180
A;1094;248;1094;275;1115;275;1115;248
B;422;620;422;636;431;636;431;620
B;1065;852;1065;867;1074;867;1074;852
B;1095;936;1095;963;1116;963;1116;936
A;587;1265;587;1280;595;1280;595;1265
A;821;1265;821;1280;829;1280;829;1265
D;897;1301;897;1328;930;1328;930;1301
A;1115;1310;1115;1310;1117;1310;1117;1310
A;870;1311;870;1326;878;1326;878;1311
D;809;1448;809;1464;817;1464;817;1448
C;1089;1609;1089;1637;1111;1637;1111;1609
B;558;1816;558;1834;572;1834;572;1816
D;711;1957;711;1973;719;1973;719;1957
B;623;2002;623;2017;631;2017;631;2002
D;930;2096;930;2112;939;2112;939;2096
D;1095;2282;1095;2308;1115;2308;1115;2282
B;507;2601;507;2620;521;2620;521;2601
A;557;2888;557;2894;561;2894;561;2888
A;570;2923;570;2925;570;2925;570;2923
